Jalin Turner	L
Socrates Pierre	W
Brok Weaver	L
Brok Weaver	L
Brandon Davis	L
Elvin Leon Brito	W
Tiago Shiokawa	W
Michael Romero	W
Benjamin Moriniere	W
Takahiro Adaniya	W
