Gillian Robertson	L
Mara Romero Borella	W
Cynthia Calvillo	L
Angela Hill	W
Michelle Waterson	L
Felice Herrig	L
Jessica Aguilar	W
Claudia Gadelha	L
Randa Markos	W
Cristina Stanciu	W
Seo Hee Ham	L
Joanne Calderwood	L
Helen Harper	W
Gina Iniong	W
Tomo Maesawa	W
Pearl Gonzalez	L
Kelly Warren	W
