Filip Wolanski	W
Alexis Savvidis	D
Damian Stasiak	L
Zoltan Turai	W
Slobodan Maksimovic	D
Francisco Albano Barrio	W
Daniel Vikker	W
Marko Burusic	W
Patrick Peresa	W
Ivan Vladimir	W
Antonijo Majksner	W
Donat Rapi	W
Marko Burusic	L
Josip Brkic	W
Josip Kuhar	W
